"Advertiser_ID","Advertiser_Name","Three_Month_EPC","Seven_Day_EPC","Network_Ranking","Date_Created","Has_Products","Category","Country","Advertiser_Currency","Min_ItemLevelFixed_Lead_Commission","Max_ItemLevelFixed_Lead_Commission","Min_Percent_Lead_Commission","Max_Percent_Lead_Commission","Min_ItemLevelFixed_Sale_Commission","Max_ItemLevelFixed_Sale_Commission","Min_Percent_Sale_Commission","Max_Percent_Sale_Commission","Max_OrderLevelFixed_Lead_Commission","Min_OrderLevelFixed_Lead_Commission","Max_OrderLevelFixed_Sale_Commission","Min_OrderLevelFixed_Sale_Commission","Max_ViewThrough_ItemLevelFixed_Lead_Commission","Min_ViewThrough_ItemLevelFixed_Lead_Commission","Max_ViewThrough_Percent_Lead_Commission","Min_ViewThrough_Percent_Lead_Commission","Max_ViewThrough_ItemLevelFixed_Sale_Commission","Min_ViewThrough_ItemLevelFixed_Sale_Commission","Max_ViewThrough_Percent_Sale_Commission","Min_ViewThrough_Percent_Sale_Commission","Max_ViewThrough_OrderLevelFixed_Lead_Commission","Min_ViewThrough_OrderLevelFixed_Lead_Commission","Max_ViewThrough_OrderLevelFixed_Sale_Commission","Min_ViewThrough_OrderLevelFixed_Sale_Commission","Fixed_Click_Commission","Performance_Incentive","Search_Campaigns_-_Protected_SEM_Bidding_Keywords","Negative_Matching_for_Protected_Keywords","Search_Campaigns_-_Non-compete_SEM_Bidding_Keywords","Search_Campaigns_-_Recommended_SEM_Bidding_Keywords","Search_Campaigns_-_Prohibited_SEM_Display_URL_Content","Search_Campaigns_-_Limited_Use_SEM_Display_URL_Content","Search_Campaigns_-_Prohibited_SEM_Ad_Copy_Content","Search_Campaigns_-_Limited_Use_SEM_Ad_Copy_Content","Search_Campaigns_-_Direct_Linking","Search_Campaigns_-_Authorized_Search_Engines","Search_Campaigns_-_Special_Instructions_for_Search_Marketing_Publishers","Web_Site_-_Prohibited_Web_Site_Domain_Keywords","Web_Site_-_Prohibited_Web_Site_URL_Keywords","Web_Site_-_Prohibited_Web_Site_Content","Web_Site_-_Unacceptable_Web_Sites","Web_Site_-_Use_of_Logos_and_Trademarks_in_Web_sites","Incentivized_Traffic","Email","Software","Sub-Affiliates","Social_Media","Coupons_and_Promotional_Codes","Non-Commissionable_Items","ViewThrough_Campaigns","Miscellaneous_-_Special_Instructions"
"4894447","inSPORTline.hu","2.821","6.862","2","27-Nov-24","Yes","Exercise & Health","CZECH REPUBLIC","EUR","0.0","0.0","0.0","0.0","0.0","0.0","0.05","0.05","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","false","","","","","","","","","","","SEM engedélyezve // SEM is allowed","","","","","","","","","","","","","",""
"3587693","Jalbum","0.673","0.0","1","24-Nov-24","No","Photo","SWEDEN","USD","0.0","0.0","0.0","0.0","0.0","0.0","0.1","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","true","","","","","","","","","","","NO SEM ALLOWED!","","","","","","","","","","","","","",""
"5986419","Jatekshop.eu","10.962","12.906","3","03-Jan-25","Yes","Toys","CZECH REPUBLIC","EUR","0.0","0.0","0.0","0.0","0.0","0.0","0.05","0.05","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","false","","","","","","","","","","","SEM nem engedélyezett./SEM is not allowed","","","","","","","","","","","","","",""
"5619548","JátékNet.hu","4.548","4.216","2","24-Nov-24","Yes","Children","CZECH REPUBLIC","EUR","0.0","0.0","0.0","0.0","0.0","0.0","0.05","0.05","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","false","","","","","","","","","","","SEM nem engedélyezett. / SEM is not allowed.","","","","","","","","","","","","","",""
"6808248","Karpex CZ/HU/Albumshop.sk","191.257","533.114","1","27-Nov-24","Yes","Photo","CZECH REPUBLIC","CZK","0.0","0.0","0.0","0.0","0.0","0.0","0.15","0.15","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","false","Brand, Domain and all the misspelings.","","","","","","","","","","SEM na brand je zákázán.","","","","","","","","","","","","","",""
"5620281","KÄRCHER.HU","3.537","1.834","1","24-Nov-24","Yes","Home Appliances","CZECH REPUBLIC","EUR","0.0","0.0","0.0","0.0","0.0","0.0","0.05","0.05","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","false","","","","","","","","","","","A SEM nem engedélyezett! / SEM is not allowed.","","","","","","","","","","","","","",""
"5411803","LK Baits EU","88.317","12.774","1","07-Jan-25","Yes","Outdoors","CZECH REPUBLIC","CZK","0.0","0.0","0.0","0.0","0.0","0.0","0.0923","0.1153","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","false","lkbaits.cz,lkbaits.sk,lkbaits.com,lkbaits.co.hu,lkbaits.hu,lkbaits.com.pl,lkbaits.pl,lkbaits.it,lk-baits.cz,lk-baits.sk,lk-baits.com,lk-baits.co.hu,lk-baits.it,lk-baits.pl,lk-baits.com.pl,lk-baits.hu","Required","","","","","","","No","","SEM is not allowed, / SEM není povolen.","lkbaits,lk-baits and any variants of the advertiser's brand / lkbaits,lk-baits a jakékoli další varianty brandu inzerenta","","","Publishers are prohibited to imitate advertiser's website or give impression that publisher's website is owned or run by the advertiser. 
<br>
<br> Partner nesmí napodobovat vzhled webových stránek inzerenta či jakkoli jinak budit v návštěvníkovi dojem, že Web je vlastněn či provozován zcela či z části inzerentem.","","","Allowed - Před každou rozesílkou je nutné písemné schválení výsledné podoby newsletteru ze strany inzerenta. V opačném případě má inzerent právo stornovat provize a vyloučit partnera z programu. / Advertiser's approvement is required.","","","","","","",""
"7218186","Lumary","16.996","23.994","2","31-Dec-24","Yes","Home Appliances","CHINA","USD","0.0","0.0","0.0","0.0","0.0","0.0","0.12","0.12","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","false","Lumary, lumarysmart","Required","","smart recessed light, permanent outdoor light, Outdoor Landscape Lights, high bay light","","","","","No","","All applicants, once approved, are immediately eligible to participate in the Lumary Affiliate Referral program however such participation is subject to ongoing, periodic review by Lumary. Participation may be suspended or terminated if we determine that your site is unsuitable for the Program. Unsuitable sites include those that: Promote illegal activities Promote sexually explicit materials Promote violence Promote discrimination based on race, sex, religion, nationality, disability, sexual orientation, or age Violate intellectual property rights Or are otherwise deemed inconsistent with the best interests of Lumary. Not allowed to use the name ""Lumary” for PPC advertising on Google. Not allowed to bid on brand’s name (including misspellings and variations) on AdWords.","Publishers are prohibited from using our branded terms in their Web Site Domain Keywords including any variations or misspellings of lumary or lumary.com.","Publishers are prohibited from using our branded terms in their Web Site URL Keywords including any variations or misspellings of lumary or lumary.com.","Prohibited sites are those with political, violent, hate language or adult content.","Prohibited sites are those with political, violent, hate language or adult content.","Publishers can only use logos and images provided in the CJ Account Manager.","Allowed","","","","","Publishers may use any coupons or promotional codes that are provided through the affiliate program or otherwise available to the public","","",""
"6595791","Marionnaud HU","11.957","10.891","2","09-Dec-24","Yes","Fragrance","HUNGARY","EUR","0.0","0.0","0.0","0.0","0.0","0.0","0.05","0.05","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","false","Brand, domain and all the misspellings.","","","","","","","","","","SEM on brand and PPC is not allowed.","","","","","","","","","","","","gift cards","","The commission for the purchase of gift cards won't be paid."
"5457740","MIXIT.HU","22.541","11.252","1","24-Nov-24","Yes","Groceries","CZECH REPUBLIC","CZK","0.0","0.0","0.0","0.0","0.0","0.0","0.03","0.03","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","false","","","","","","","","","","","SEM nem engedélyezett. / SEM is not allowed.","","","","","","","Not allowed","","","","","","",""
"6253448","Monkeymum.com","4.587","0.504","1","30-Sep-25","Yes","Green","CZECH REPUBLIC","EUR","0.0","0.0","0.0","0.0","0.0","0.0","0.08","0.08","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","false","","","","","","","","","","","","","","","","","","","","","","","","","SEM and SEM on brand is not allowed"
"6762329","Namaximum.hu","2.604","1.303","1","14-Jan-25","Yes","Nutritional Supplements","CZECH REPUBLIC","EUR","0.0","0.0","0.0","0.0","0.0","0.0","0.05","0.05","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","false","brand, domain and all the misspellings","","","","","","","","","","SEM on brand is not allowed","","","","","","","","","","","","","",""
"4989665","Nanushka","7.09","2.0","1","19-Dec-25","Yes","Womens","HUNGARY","USD","0.0","0.0","0.0","0.0","0.0","0.0","0.08","0.08","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"5578976","Novakid INT","6.635","6.92","2","20-Jul-25","No","Children","UNITED STATES","EUR","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","false","","","","","","","","","","","","","","","","","","","","","","","","","There are certain guidelines and restrictions that must be followed when creating marketing links and promotions to Novakid. We may cancel your application if we determine that your website is unsuitable for our program, including if: 
<br>
<br>
 1) It promotes sexually explicit content 
<br>
 2) It promotes violence 
<br>
 3) Promotes illegal activities 
<br>
 4) Promotes discrimination based on race, religion, sex, nationality, disability, age, or sexual orientation 
<br>
 5) Includes Novakid or any variations of spellings in its name or domain name. 
<br>
 6) Includes any material which infringes on any copyright, trademark, or intellectual property 
<br>
 7) Your site is built in a manner that resembles Novakid or leads customers to believe you are Novakid or any other other affiliate company. 
<br>
 8) Affiliates that use, among other keywords or exclusively, keywords such as “Novakid”, “novakidschool.com"", and/or any other variations or misspellings and do not direct the traffic from such campaigns to their own website before redirecting to Novakid will be considered trademark violators and will be banned from the Novakid Affiliate Program. 
<br>
<br>
 Novakid reserves the right, at any time, to review your placement and approve the use of your links and require that you change the use or placement in order to comply with the terms and guidelines provided to you."
"5801719","NUTRACEUTICS RO/HU","341.965","533.674","1","24-Nov-24","Yes","Nutritional Supplements","CZECH REPUBLIC","CZK","0.0","0.0","0.0","0.0","0.0","0.0","0.25","0.25","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","false","","","","","","","","","","","Surse interzise de trafic: în PPC cuvintele de marcă ADVANCE nutraceutics, precum și denumirea produselor/mărcilor individuale. Interzis să faceți publicitate în Google Shopping / Tiltott forgalmi források: PPC az ADVANCE márkanévre, valamint egyes termékek / márkák megnevezése. Tilos a Google vásárlási hirdetés.","","","","","","","","","","","","","",""
"6562598","PinkPanda Europe","3.151","0.683","0","31-Jan-25","Yes","Cosmetics","CZECH REPUBLIC","EUR","0.0","0.0","0.0","0.0","0.0","0.0","0.09","0.09","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","false","Brand, Domain and all the misspelings.","","","","","","","","","","SEM on brand is not allowed.","","","","","","","","","","","","","",""
"5306925","Reedog Europe","167.476","135.705","2","31-Mar-25","Yes","Pets","CZECH REPUBLIC","CZK","0.0","0.0","0.0","0.0","0.0","0.0","0.08","0.08","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","false","","","","","","","","","","","","","","","","","","","","","","Publishers may use any coupons or promotional codes that are provided through the affiliate program or otherwise available to the public","","","SEM je povolen / SEM is allowed"
"5765330","Reflexshop.hu","5.491","5.899","2","24-Nov-24","Yes","Games","CZECH REPUBLIC","EUR","0.0","0.0","0.0","0.0","0.0","0.0","0.07","0.07","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","false","brand, domain and all the misspellings","","","","","","","","","","SEM on brand is not allowed","","","","","","","","","","","","","","The promotion should be only on hungarian websites."
